ins_code,isin,cisin,l18,l30
59142194115401696,IRO1LTOS0001,IRO1LTOS0006,لوتوس,تامین سرمایه لوتوس پارسیان
43455612336353491,IRR1LTOS0101,IRR1LTOS0108,لوتوسح,ح . تامین سرمایه لوتوس پارسیان
5187018329202415,IRO1PELC0001,IRO1PELC0000,لپارس,پارس‌ الکتریک‌
3388451018224720,IRR1PELC0101,IRR1PELC0102,لپارسح,ح . پارس‌ الکتریک‌
793710053482057,IRO7PYAP0001,IRO7PYAP0008,لپیام,گسترش صنایع پیام
45641540066710190,IRO7KMOP0001,IRO7KMOP0001,لکما,کارخانجات‌مخابراتی‌ایران‌
6362118829011821,IRTKLIAN0001,IRTKLIAN0008,لیان,صندوق س.پشتوانه طلای لیان
29860265627578401,IRO1BVMA0001,IRO1BVMA0006,ما,بیمه  ما
15917865009187760,IRO3IOMZ0001,IRO3IOMZ0007,مادیرا,صنایع مادیران
45114894022818184,IRR3IOMZ0101,IRR3IOMZ0109,مادیراح,ح صنایع مادیران
53449700212786324,IRO3PMRZ0001,IRO3PMRZ0005,مارون,پتروشیمی مارون
37118058361762279,IRT3RT040001,IRT3RT040003,مالک آتیه,ص.س.املاک و مستغلات مالک آتیه
32941062994509455,IRT1MANA0001,IRT1MANA0006,مانا,صندوق س.مانا الگوریتم-سهام
61265100181977543,IRT1MANI0001,IRT1MANI0008,مانی,صندوق س. با درآمد ثابت مانی
10458396610199724,IRT1MAHU0001,IRT1MAHU0000,ماهور,صندوق سرمایه گذاری ماهور-ثابت
62869646049188469,IRT3MCN00001,IRT3MCN00001,ماکان,ص.س.درآمدثابت ثروت ماکان-د	
27922860956133067,IRO1MOBN0001,IRO1MOBN0000,مبین,مبین انرژی خلیج فارس
19973823563902014,IRR1MOBN0101,IRR1MOBN0102,مبینح,ح. مبین انرژی خلیج فارس
70515583859928047,IRT1METF0001,IRT1METF0001,متال,صندوق س صنایع دایا1-بخشی
32469128621155736,IRTKZARA0001,IRTKZARA0006,مثقال,صندوق س.پشتوانه طلای زرین آگاه
46934177065273437,IRO1HDYE0001,IRO1HDYE0004,محتشم,نساجی هدیه البرز مشهد
65999092673039059,IRO1DADE0001,IRO1DADE0006,مداران,داده‌پردازی‌ایران‌
65576885779918210,IRT3RETF0001,IRT3RETF0004,مدیر,ص.س.مدیریت ثروت ص.بازنشستگی-س
12490072956930435,IRO3ISMZ0001,IRO3ISMZ0003,مدیریت,س. و خدمات مدیریت صند. ب کشوری
25020657188512139,IRO7IAGM0001,IRO7IAGM0002,مرقام,ایران ارقام
31248540252187559,IRT3MBEF0001,IRT3MBEF0009,مروارید,صندوق س. مروارید بها بازار-س
20789606562681728,IRT1MAZE0001,IRT1MAZE0008,مزه,صندوق س صنایع دایا3-بخشی
59641261891847088,IRT1MAED0001,IRT1MAED0004,معدن,صندوق س صنایع مفید6- بخشی
50580753680043015,IRO7PSMP0001,IRO7PSMP0002,معیار ,سرمایه گذاری معیار صنعت پارس
24620582002578362,IRR7PSMP0101,IRR7PSMP0104,معیارح,ح.سرمایه گذاری معیار صنعت پارس
24253947487334809,IRO3MONZ0001,IRO3MONZ0000,معین,بیمه ایران - معین
4247709727327181,IRO3KARZ0001,IRO3KARZ0004,مفاخر,توسعه فناوری اطلاعات خوارزمی
13611044044646901,IRO1BMEL0001,IRO1BMEL0004,ملت,بیمه ملت
7505990056227818,IRO7PMMP0001,IRO7PMMP0008,ممسنی,پتروشیمی ممسنی
60369091709615715,IRO5MOMS0001,IRO5MOMS0008,مهرمام,مهرمام میهن
67141987086032267,IRT3MOJF0001,IRT3MOJF0009,موج,ص.س.اهرمی موج فیروزه-س
40397862180400813,IRE9P0M22001,IRE9P0M22006,میاردیبه,میان باری اردیبهشت
60513318745394859,IRE9P0M32001,IRE9P0M32005,میخرداد,میان باری خرداد
33441514568901717,IRO1MDKO0001,IRO1MDKO0001,میدکو,توسعه معادن وص.معدنی خاورمیانه
18733719742989734,IRR1MDKO0101,IRR1MDKO0103,میدکوح,ح.توسعه م وص.معدنی خاورمیانه
31654995197566745,IREKMY0004B1,IREKMY0004B6,میعا0412پ1د,گواهی سپرده میعانات گازی
54011398817015032,IRE9P0M12001,IRE9P0M12007,میفروردی,میان باری فروردین
26543014712914772,IRO3MIHZ0001,IRO3MIHZ0006,میهن,بیمه میهن
30582275818828857,IRTKNAAB0001,IRTKNAAB0008,ناب,صندوق س.پشتوانه طلا نهایت نگر
35831329532779850,IRT3NRJF0001,IRT3NRJF0005,نارنج اهرم,ص.س. اهرمی نارنج-س
30430907997908005,IRT1AAET0001,IRT1AAET0000,نارین,صندوق س ارزش آفرین فولاد-سهام
10411249540376641,IRO3NAMZ0001,IRO3NAMZ0006,ناما,تولیدی مخازن گازطبیعی آسیاناما
65378630011538741,IRO5BAKS0001,IRO5BAKS0009,نبابک,نساجی بابکان
10843114830116591,IRO7BRTP0001,IRO7BRTP0002,نبروج,نساجی بروجرد
60095061789823130,IRO1NBRS0001,IRO1NBRS0001,نبورس,نهادهای مالی بورس اوراق بهادار
22950683624908253,IRO7PTOP0001,IRO7PTOP0009,نتوس,پشم‌ بافی‌ توس
46878429508891351,IRO3NAKZ0001,IRO3NAKZ0008,نخریس,نخریسی و نساجی خسروی خراسان
27797446447955609,IRT3NKHF0001,IRT3NKHF0004,نخل,صندوق س.خلیج فارس-د
49129081625829210,IRO7KPAP0001,IRO7KPAP0004,نشار,کارخانجات پشمبافی افشار یزد
1241998328504490,IRT3NEHF0001,IRT3NEHF0002,نشان,صندوق س. نشان هامرز-د
64699417405634265,IRO3ANQZ0001,IRO3ANQZ0002,نطرین,عطرین نخ قم
19625873773955978,IREKNK0104B1,IREKNK0104B1,نفتگ0412پ1د,گواهی سپرده نفت خام سنگین
4626686276232042,IRTKNAFS0001,IRTKNAFS0004,نفیس,صندوق س.پشتوانه طلای صبا
30231789123900526,IRO1MRIN0001,IRO1MRIN0000,نمرینو,ایران‌ مرینوس‌
2855515398698068,IRR1MRIN0101,IRR1MRIN0102,نمرینوح,ح . ایران‌ مرینوس‌
12913156843322499,IRTKNAHL0001,IRTKNAHL0009,نهال,صندوق س. طلای سرخ نوویرا
63888998422355039,IRT3PC010001,IRT3PC010007,نوآور,ص.اعتبارسرمایه نوآفرین
19040514831923530,IRO1NORI0001,IRO1NORI0008,نوری,پتروشیمی نوری
59866041653103343,IRO3BNOP0001,IRO3BNOP0005,نوین,بیمه نوین
10145129193828624,IRT1CNGF0001,IRT1CNGF0007,نگین,ص.س. زمین و ساختمان نگین شهرری
20652241232631918,IRO3NIAZ0001,IRO3NIAZ0002,نیان,نیان الکترونیک
60223219388657009,IRR3NIAZ0101,IRR3NIAZ0104,نیانح,ح . نیان الکترونیک
39481233087768672,IRO7NIRP0001,IRO7NIRP0001,نیرو,نیرو سرمایه
64758051860621791,IRR7NIRP0101,IRR7NIRP0103,نیروح,ح.نیرو سرمایه
52587750999094180,IRO3SUGZ0001,IRO3SUGZ0005,نیشکر,توسعه نیشکر و  صنایع جانبی
31188566503248753,IRT3NLDF0001,IRT3NLDF0007,نیلی,صندوق س. نوع دوم نیلی دماوند-د
30977409629493496,IRT1NIKF0001,IRT1NIKF0005,نیک گستر,صندوق س توسعه سرمایه نیکی-ثابت
50503654866742146,IRT1ETHM0001,IRT1ETHM0009,هامرز,صندوق س اعتماد هامرز-ثابت
63514093298304639,IRT3HASF0001,IRT3HASF0001,هامون,صندوق س. سهام ثروت هامون-س
43362635835198978,IRO1HWEB0001,IRO1HWEB0008,های وب,داده گسترعصرنوین-های وب
5317427172344706,IRO3HEDZ0001,IRO3HEDZ0001,هجرت,پخش هجرت
52675650218385169,IRR3HEDZ0101,IRR3HEDZ0103,هجرتح,ح . پخش هجرت
56712769076499345,IRT3HDAF0001,IRT3HDAF0008,هدف,ص.س.دثابت مشترک صبای هدف-د
70498485598181604,IRO3FOHZ0001,IRO3FOHZ0007,هرمز,فولاد هرمزگان جنوب
47041908051542008,IRT3KNIF0001,IRT3KNIF0003,هم وزن,صندوق س. شاخصی کیان-س
15494954332657697,IRT1HOMA0001,IRT1HOMA0008,همای,صندوق س همای آگاه-ثابت
33923981945674722,IRT1HAMT0001,IRT1HAMT0003,همتا,صندوق س مانا ثروت پویا-سهام
68635710163497089,IRO1HMRZ0001,IRO1HMRZ0007,همراه,شرکت ارتباطات سیار ایران
49681831162536304,IRT3GAMF0001,IRT3GAMF0008,همگام,صندوق س. درآمد ثابت همگام-د
37920364612147195,IRT1AF850001,IRT1AF850002,هوشمند,صندوق س شاخصی شفق رابین
9375107506435996,IRT3HUSF0001,IRT3HUSF0007,هوشیار,صندوق س.هوش تصمیم -س
8912965520056581,IRT3HUMF0001,IRT3HUMF0003,هومان,صندوق س. سهامی ثروت هومان-س
48932793456289874,IRT1HBRD0001,IRT1HBRD0005,هیبرید,صندوق س آسمان خاورمیانه-مختلط
62845384302495432,IRT3HIVF0001,IRT3HIVF0008,هیوا,صندوق س. ثروت هیوا-س
17269972595370241,IRO7ATSP0001,IRO7ATSP0002,وآتوس,توسعه س. کشاورزی آرین توسکا
56130915871324783,IRR7ATSP0101,IRR7ATSP0104,وآتوسح,ح .توسعه س. کشاورزی آرین توسکا
1358190916156744,IRO1TAZB0001,IRO1TAZB0005,وآذر,سرمایه‌گذاری‌توسعه‌آذربایجان‌
24212636157410845,IRO7ARNP0001,IRO7ARNP0009,وآرین,شرکت توسعه اقتصادی آرین
45991797190214892,IRO7AFRP0001,IRO7AFRP0009,وآفر,سرمایه گذاری ارزش آفرینان
589599697502308,IRO1KARP0001,IRO1KARP0008,وآفری,بیمه کارآفرین
22490169030401337,IRO3ANIZ0001,IRO3ANIZ0002,وآوا,سرمایه گذاری آوا نوین
46830341954511303,IRO7AYNP0001,IRO7AYNP0000,وآیند,بانک  آینده
33541897671561960,IRO1ATDM0001,IRO1ATDM0008,واتی,سرمایه‌ گذاری‌ آتیه‌ دماوند
53647874954005806,IRO7VHSP0001,IRO7VHSP0001,واحصا,احیاء صنایع خراسان
17284166795866794,IRO7VHYP0001,IRO7VHYP0003,واحیا,م .صنایع و معادن احیاء سپاهان
53686258677793038,IRO7ARSP0001,IRO7ARSP0004,وارس,سرمایه گذاری ارس صبا
47841327496247362,IRO1IDOC0001,IRO1IDOC0007,واعتبار,سرمایه گذاری اعتبار ایران
57944184894703821,IRO1ALBZ0001,IRO1ALBZ0003,والبر,سرمایه‌ گذاری‌ البرز(هلدینگ‌
38188825207508209,IRR1ALBZ0101,IRR1ALBZ0105,والبرح,ح . سرمایه گذاری‌البرز(هلدینگ‌
36282416082320053,IRO3AHIZ0001,IRO3AHIZ0000,والماس,س. الماس حکمت ایرانیان
52232388263291380,IRO1OIMC0001,IRO1OIMC0006,وامید,گروه مدیریت سرمایه گذاری امید
36293785932444419,IRR1OIMC0101,IRR1OIMC0108,وامیدح,ح.گروه مدیریت سرمایه گذار امید
67213778593531096,IRO7AIMP0001,IRO7AIMP0001,وامیر,گروه صنعتی و معدنی امیر
4373573287489723,IRO3ATAP0001,IRO3ATAP0006,وامین,سرمایه گذاری امین مهرگان
9141577977527107,IRO7VIRP0001,IRO7VIRP0001,وایرا,سرمایه گذاری صنایع ایران
3149396562827132,IRO1LIRZ0001,IRO1LIRZ0007,وایران,لیزینگ ایرانیان
41286608288791633,IRT1VBAZ0001,IRT1VBAZ0000,وبازار,صندوق س شاخصی بازارآشنا
48010225447410247,IRO1BANK0001,IRO1BANK0008,وبانک,سرمایه گذاری گروه توسعه ملی
61298636307861167,IRO7SEIP0001,IRO7SEIP0001,وبرق,س.کارکنان صنعت برق زنجان وقزوی
13937270451301973,IRO1TSBE0001,IRO1TSBE0000,وبشهر,توسعه‌ صنایع‌ بهشهر(هلدینگ
62275280734625819,IRR1TSBE0101,IRR1TSBE0102,وبشهرح,ح . صنایع‌ بهشهر(هلدینگ
28320293733348826,IRO1BSDR0001,IRO1BSDR0003,وبصادر,بانک صادرات ایران
64716022759621618,IRR1BSDR0101,IRR1BSDR0105,وبصادرح,ح. بانک صادرات ایران
778253364357513,IRO1BMLT0001,IRO1BMLT0007,وبملت,بانک ملت
18063426072758458,IRO1SBAH0001,IRO1SBAH0008,وبهمن,سرمایه‌گذاری‌بهمن‌
28328710198554144,IRO1BALI0001,IRO1BALI0004,وبوعلی,سرمایه‌گذاری‌بوعلی‌
11773403764702778,IRO1BIME0001,IRO1BIME0009,وبیمه,سرمایه‌ گذاری‌ صنعت‌ بیمه‌
59735609117437896,IRR1BIME0101,IRR1BIME0101,وبیمهح,ح . سرمایه‌ گذاری‌ صنعت‌ بیمه‌
63917421733088077,IRO1BTEJ0001,IRO1BTEJ0001,وتجارت,بانک تجارت
5920901446678689,IRO3TAVZ0001,IRO3TAVZ0009,وتعاون,بیمه تعاون
15092520257063028,IRR3TAVZ0101,IRR3TAVZ0101,وتعاونح,ح . بیمه تعاون
68117765376081366,IRO1TGOS0001,IRO1TGOS0003,وتوس,توسعه‌شهری‌توس‌گستر
17528249960294496,IRO1TMEL0001,IRO1TMEL0004,وتوسم,سرمایه‌گذاری‌توسعه‌ملی‌
48457557221009333,IRO7TDIP0001,IRO7TDIP0001,وتوسکا,سرمایه گذاری توسعه توکا
18873298877346976,IRR7TDIP0101,IRR7TDIP0103,وتوسکاح,ح.سرمایه گذاری توسعه توکا
54676885047867737,IRO1TSHE0001,IRO1TSHE0004,وتوشه,سرمایه‌ گذاری‌ پارس‌ توشه‌
2944500421562364,IRO1TOSA0001,IRO1TOSA0009,وتوصا,گروه س توسعه صنعتی ایران
47232550823972469,IRO1TOKA0001,IRO1TOKA0007,وتوکا,سرمایه‌گذاری‌توکافولاد(هلدینگ
25387056990464790,IRR1TOKA0101,IRR1TOKA0109,وتوکاح,ح . ‌توکافولاد(هلدینگ‌
40043919653526083,IRO7CKHP0001,IRO7CKHP0002,وثخوز,سرمایه گذاری و توسعه خوزستان
46283436827697755,IRR7CKHP0101,IRR7CKHP0104,وثخوزح,ح.سرمایه گذاری و توسعه خوزستان
44986797317463049,IRO7SNOP0001,IRO7SNOP0002,وثنو,سرمایه گذاری ساختمانی نوین
53373305024733919,IRR7SNOP0101,IRR7SNOP0104,وثنوح,ح. سرمایه گذاری ساختمانی نوین
59839275647597021,IRO7VOSP0001,IRO7VOSP0002,وثوق,سرمایه گذاری وثوق امین
57600064931636077,IRO7JMIP0001,IRO7JMIP0002,وجامی,سرمایه گذاری جامی
55557065724040483,IRR7JMIP0101,IRR7JMIP0104,وجامیح,ح . سرمایه گذاری جامی
5128151910501174,IRO7HFZP0001,IRO7HFZP0002,وحافظ,بیمه حافظ
45736528102248622,IRR7HFZP0101,IRR7HFZP0104,وحافظح,ح . بیمه حافظ
12777578088653944,IRO7HSIP0001,IRO7HSIP0008,وحکمت,بیمه حکمت صبا
7395271748414592,IRO1IKHR0001,IRO1IKHR0000,وخارزم,سرمایه گذاری خوارزمی
27729386420118206,IRR1IKHR0101,IRR1IKHR0102,وخارزمح,ح.سرمایه گذاری خوارزمی
47333458678352378,IRO1BKHZ0001,IRO1BKHZ0007,وخاور,بانک خاورمیانه
66424163876658304,IRO7DANP0001,IRO7DANP0005,ودانا,سرمایه گذاری دانایان
43966385447049549,IRO3BMDZ0001,IRO3BMDZ0007,ودی,بیمه  دی
60079434631497942,IRO7RZIP0001,IRO7RZIP0007,ورازی,بیمه رازی
20236748310756911,IRO7RKBP0001,IRO7RKBP0001,ورفاه,بانک رفاه کارگران
7385624172574740,IRO1RENA0001,IRO1RENA0008,ورنا,سرمایه‌گذاری‌ رنا(هلدینگ‌
19954896371640204,IRO7ZMNP0001,IRO7ZMNP0005,وزمین,بانک ایران زمین
25514780181345713,IRO1SAKH0001,IRO1SAKH0007,وساخت,سرمایه‌ گذاری‌ ساختمان‌ایران‌
7768327419174840,IRO1OS030001,IRO1OS030001,وساربیل,شرکت س استان اردبیل
65774725600261203,IRO1OS010001,IRO1OS010003,وساشرقی,شرکت س استان آذربایجان شرقی
35282121039020302,IRO1OS020001,IRO1OS020002,وساغربی,شرکت س استان آذربایجان غربی
23175320865252772,IRO7SALP0001,IRO7SALP0000,وسالت,بانک قرض الحسنه رسالت
37614886280396031,IRO1SSAP0001,IRO1SSAP0009,وساپا,سرمایه‌گذاری‌ سایپا
43283802997035462,IRO3SOBZ0001,IRO3SOBZ0008,وسبحان,سرمایه گذاری سبحان
44411078630612905,IRO1OS060001,IRO1OS060008,وسبوشهر,شرکت س استان بوشهر
10191122735393627,IRO1OS090001,IRO1OS090005,وسخراج,شرکت س استان خراسان جنوبی
47362853625306007,IRO1OS110001,IRO1OS110001,وسخراش,شرکت س استان خراسان شمالی
5454781314262062,IRO1OS120001,IRO1OS120000,وسخوز,شرکت س استان خوزستان
41713045190742691,IRO7SDIP0001,IRO7SDIP0002,وسدید,گروه ‌صنعتی‌سدید
51185499879934793,IRO1OS100001,IRO1OS100002,وسرضوی,س.سهام عدالت استان خراسان رضوی
43291783149314349,IRO7SRMP0001,IRO7SRMP0000,وسرمد,بیمه  سرمد
65826018889855636,IRR7SRMP0101,IRR7SRMP0102,وسرمدح,ح. بیمه سرمد
36857080203588624,IRO1OS130001,IRO1OS130009,وسزنجان,شرکت س استان زنجان
11827297444577200,IRO1OS040001,IRO1OS040000,وسصفا,شرکت س استان اصفهان
71335098849021006,IRO1OS160001,IRO1OS160006,وسفارس,شرکت س استان فارس
55850912428859273,IRO1OS180001,IRO1OS180004,وسقم,شرکت س استان قم
58358543014279572,IRO1OS250001,IRO1OS250005,وسلرستا,شرکت س استان لرستان
11358107932902023,IRO1OS260001,IRO1OS260004,وسمازن,س.سهام عدالت استان مازندران
19511179561056679,IRO1OS270001,IRO1OS270003,وسمرکز,شرکت س استان مرکزی
24662567615903665,IRO7SNAP0001,IRO7SNAP0008,وسنا,سرمایه گذاری نیروگاهی ایران
37868548258173059,IRR7SNAP0101,IRR7SNAP0100,وسناح,ح. سرمایه گذاری نیروگاهی ایران
46820237871803554,IRO1OS280001,IRO1OS280002,وسهرمز,شرکت س استان هرمزگان
22318795784160675,IRO1OS290001,IRO1OS290001,وسهمدا,شرکت س استان همدان
2328862017676109,IRO1SPAH0001,IRO1SPAH0002,وسپه,سرمایه‌گذاری‌ سپه‌
54287510798838485,IRR1SPAH0101,IRR1SPAH0104,وسپهح,ح . سرمایه‌گذاری‌ سپه‌
114312662654155,IRO3SAIZ0001,IRO3SAIZ0007,وسپهر,گروه سرمایه گذاری سپهر صادرات
60094778616664092,IRR3SAIZ0101,IRR3SAIZ0109,وسپهرح,ح.سرمایه گذاری مالی سپهرصادرات
11258722998911897,IRO1SKBV0001,IRO1SKBV0008,وسکاب,س.ص.بازنشستگی کارکنان بانکها
37351190176977060,IRO1OS190001,IRO1OS190003,وسکرد,شرکت س استان کردستان
59462881877083131,IRO1OS210001,IRO1OS210009,وسکرشا,س.سهام عدالت استان کرمانشاه
64217006537761390,IRO1OS200001,IRO1OS200000,وسکرمان,س.سهام عدالت استان کرمان
68870496728320072,IRO1OS220001,IRO1OS220008,وسکهبو,س.عدالت ا. کهگیلویه وبویراحمد
1277592884769853,IRO1OS230001,IRO1OS230007,وسگلستا,شرکت س استان گلستان
55916539620839777,IRO1OS240001,IRO1OS240006,وسگیلا,شرکت س استان گیلان
63570910379296908,IRO1OS300001,IRO1OS300008,وسیزد,شرکت س استان یزد
16370154440238855,IRO1OS150001,IRO1OS150007,وسیستا,شرکت س استان سیستان وبلوچستان
59652306881376415,IRO1OS050001,IRO1OS050009,وسیلام,شرکت س استان ایلام
56591881518499520,IRO7VSNP0001,IRO7VSNP0003,وسین,بیمه سینا
45050389997905274,IRO1VSIN0001,IRO1VSIN0008,وسینا,بانک سینا
9761381741308262,IRO7SHOP0001,IRO7SHOP0000,وشمال,س. چشم انداز توسعه شمال
41379697187196382,IRO7BSHP0001,IRO7BSHP0005,وشهر,بانک شهر
62113086389760694,IRR7BSHP0101,IRR7BSHP0107,وشهرح,ح بانک شهر
46982154647719707,IRO1GBEH0001,IRO1GBEH0008,وصنا,گروه‌صنایع‌بهشهرایران‌
37204371816016200,IRO1SAND0001,IRO1SAND0008,وصندوق,سرمایه‌گذاری‌صندوق‌بازنشستگی‌
39419948282087552,IRR1SAND0101,IRR1SAND0100,وصندوقح,ح.سرمایه گذاری صندوق بازنشستگی
57309221039930244,IRO1SNMA0001,IRO1SNMA0007,وصنعت,سرمایه گذاری توسعه صنعت وتجارت
3955332316338258,IRO3TOIZ0001,IRO3TOIZ0000,وطوبی,سرمایه گذاری اقتصاد شهر طوبی
27582732388235259,IRR3TOIZ0101,IRR3TOIZ0102,وطوبیح,ح.سرمایه گذاری اقتصاد شهر طوبی
26014913469567886,IRO1GDIR0001,IRO1GDIR0000,وغدیر,سرمایه‌گذاری‌غدیر(هلدینگ‌
27148572013604038,IRO7EFSP0001,IRO7EFSP0004,وفتخار,سرمایه گذاری افتخار سهام
56480311926779560,IRR7EFSP0101,IRR7EFSP0106,وفتخارح,ح . سرمایه گذاری افتخار سهام
36235343945196457,IRO7HFIZ0001,IRO7HFIZ0001,وفردا,بیمه هوشمند فردا 50% تادیه
68261410734526618,IRO3Z0880001,IRO3Z0880006,ولاعتماد,واسپاری عصراعتماد
66830065858417081,IRO7VLNP0001,IRO7VLNP0000,ولانا,شرکت لیزینگ آریا دانا
48287670503317419,IRO3BHLZ0001,IRO3BHLZ0004,ولبهمن,شرکت بهمن لیزینگ
32575690244214247,IRR3BHLZ0101,IRR3BHLZ0106,ولبهمنح,ح.شرکت بهمن لیزینگ
50011948410571353,IRO3GSIP0001,IRO3GSIP0003,ولتجار,واسپاری تجارایرانیان
27971147929780521,IRR7GSIP0101,IRR7GSIP0101,ولتجارح,ح.واسپا تجارت وسرمایه ایرانیان
12901875871456398,IRO7RAZP0001,IRO7RAZP0005,ولراز,لیزینگ رازی
69375777591993444,IRR7RAZP0101,IRR7RAZP0107,ولرازح,ح . لیزینگ رازی
45174198424472334,IRO1RSAP0001,IRO1RSAP0000,ولساپا,لیزینگ رایان‌ سایپا
31078457170311964,IRO3ISLZ0001,IRO3ISLZ0004,ولشرق,لیزینگ ایران و شرق
3164894984700505,IRR3ISLZ0101,IRR3ISLZ0106,ولشرقح,ح . لیزینگ ایران و شرق
71744682148776880,IRO1LSMD0001,IRO1LSMD0006,ولصنم,لیزینگ‌صنعت‌ومعدن‌
23086515493897579,IRO1LKGH0001,IRO1LKGH0008,ولغدر,لیزینگ‌خودروغدیر
31959715133485440,IRO7LOIP0001,IRO7LOIP0006,ولقمان,گروه سرمایه گذاری لقمان
14061767679814842,IRR7LOIP0101,IRR7LOIP0108,ولقمانح,ح . سرمایه گذاری لقمان
11403770140000603,IRO1VLMT0001,IRO1VLMT0003,ولملت,واسپاری ملت
4039883656662701,IRR1VLMT0101,IRR1VLMT0105,ولملتح,ح . واسپاری ملت
48241092863917835,IRO1LPRS0001,IRO1LPRS0007,ولپارس,لیزینگ پارسیان
61469668095573716,IRO1LKAR0001,IRO1LKAR0002,ولکار,لیزینگ کارآفرین
47361534526555762,IRR1LKAR0101,IRR1LKAR0104,ولکارح,ح . لیزینگ کارآفرین
56802926348928053,IRO7LZIN0001,IRO7LZIN0005,ولیز,لیزینگ ایران
34731841379388186,IRR1LZIN0101,IRR1LZIN0103,ولیزح,ح . لیزینگ‌ایران‌
30447901674051381,IRO1VMDR0001,IRO1VMDR0005,ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری
35369183060321179,IRO7IFMP0001,IRO7IFMP0006,ومشان,س. فنی و مهندسی مشانیر
68266659840435168,IRR7IFMP0101,IRR7IFMP0108,ومشانح,ح . س. فنی و مهندسی مشانیر
58931793851445922,IRO1MADN0001,IRO1MADN0004,ومعادن,توسعه‌معادن‌وفلزات‌
66240430785255272,IRR1MADN0101,IRR1MADN0106,ومعادنح,ح . توسعه‌معادن‌وفلزات‌
6847536925606808,IRO3MOIZ0001,IRO3MOIZ0007,ومعلم,بیمه معلم
39138625716435390,IRR3MOIZ0101,IRR3MOIZ0109,ومعلمح,ح . بیمه معلم
10055255678920880,IRO7MIVP0001,IRO7MIVP0006,وملت,سرمایه گذاری ملت
24644999329120295,IRO3ASKZ0001,IRO3ASKZ0003,وملل,اعتباری ملل
15231094335720879,IRR3ASKZ0101,IRR3ASKZ0105,ومللح,ح . اعتباری ملل
41796741644273824,IRO1GMEL0001,IRO1GMEL0009,وملی,گروه‌ صنعتی‌ ملی‌ (هلدینگ‌
47026464823464687,IRO1MEAZ0001,IRO1MEAZ0009,ومهان,گروه توسعه مالی مهرآیندگان
19074684560939209,IRO3MPGZ0001,IRO3MPGZ0008,ومپنا,مدیریت نیروگاهی ایرانیان مپنا
33931218652865616,IRO1NAFT0001,IRO1NAFT0005,ونفت,سرمایه‌گذاری‌ صنعت‌ نفت‌
47302318535715632,IRO1NOVN0001,IRO1NOVN0005,ونوین,بانک‌اقتصادنوین‌
57585821705408565,IRT3VC080001,IRT3VC080002,ونچر,ص.ج.فیروزه
62603302940123327,IRO1SNRO0001,IRO1SNRO0006,ونیرو,سرمایه‌گذاری‌نیرو
25336820825905643,IRO1NIKI0001,IRO1NIKI0003,ونیکی,سرمایه‌گذاری‌ ملی‌ایران‌
26090464295830176,IRR1NIKI0101,IRR1NIKI0105,ونیکیح,ح . سرمایه‌گذاری‌ ملی‌ایران‌
19348717261145458,IRO3HAIZ0001,IRO3HAIZ0000,وهامون,سرمایه گذاری هامون صبا
17318451171925318,IRR3HAIZ0101,IRR3HAIZ0102,وهامونح,ح . سرمایه گذاری هامون صبا
60783654574662426,IRO7IADP0001,IRO7IADP0002,وهنر,گروه توسعه هنر ایران
25215182208950217,IRO3HORZ0001,IRO3HORZ0003,وهور,گروه س.انرژی امید  تابان هور
56366970483082503,IRR3HORZ0101,IRR3HORZ0105,وهورح,ح .مدیریت انرژی امید تابان هور
33293588228706998,IRO1BPAR0001,IRO1BPAR0009,وپارس,بانک‌پارسیان‌
9536587154100457,IRO1BPAS0001,IRO1BPAS0008,وپاسار,بانک  پاسارگاد
53374821490063799,IRR1BPAS0101,IRR1BPAS0100,وپاسارح,ح.بانک پاسارگاد
67244978897607661,IRO3PTPZ0001,IRO3PTPZ0000,وپایا,سرمایه گذاری پایا تدبیرپارسا
59486059679335017,IRO1PETR0001,IRO1PETR0005,وپترو,سرمایه‌گذاری صنایع پتروشیمی‌
7183333492448248,IRO1DARO0001,IRO1DARO0008,وپخش,داروپخش‌ (هلدینگ‌
67979306676078989,IRR1DARO0101,IRR1DARO0100,وپخشح,ح . داروپخش‌ (هلدینگ‌
11560002870991149,IRO7PGIP0001,IRO7PGIP0002,وپسا,س. پتروشیمی ساختمان  خلیج فارس
22087269603540841,IRO1BPST0001,IRO1BPST0007,وپست,پست بانک ایران
24295112928189202,IRR1BPST0101,IRR1BPST0109,وپستح,ح.پست بانک ایران
24785665268004766,IRO3PIVZ0001,IRO3PIVZ0005,وپویا,سرمایه گذاری پویا
24864955678633428,IRR3PIVZ0101,IRR3PIVZ0107,وپویاح,ح. سرمایه گذاری پویا
56717416662584054,IRO7TKDP0001,IRO7TKDP0007,وکادو,تکادو
60276690980289841,IRR7TKDP0101,IRR7TKDP0109,وکادوح,ح. تکادو
47996917271187218,IRO1KRAF0001,IRO1KRAF0000,وکار,بانک‌ کارآفرین‌
56772105873719945,IRR1KRAF0101,IRR1KRAF0102,وکارح,ح . بانک‌ کارآفرین‌
64973252728260903,IRO3KBIZ0001,IRO3KBIZ0004,وکبهمن,مدیریت سرمایه گذاری کوثربهمن
40553302624764543,IRO1TMGD0001,IRO1TMGD0002,وکغدیر,بین المللی توسعه ص. معادن غدیر
66790687790437196,IRO3GRDZ0001,IRO3GRDZ0007,وگردش,بانک گردشگری
